question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The friends near the car,do,does,1556
Choose the correct verb form for the following sentence: The victim behind the dogs,does,do,1558
Choose the correct verb form for the following sentence: The victim beside the windows,is,are,1559
Choose the correct verb form for the following sentence: The uncles near the chair,have,has,1560
Choose the correct verb form for the following sentence: The woman near the windows,has,have,1561
Choose the correct verb form for the following sentence: The lawyer near the truck,is,are,1562
Choose the correct verb form for the following sentence: The teachers near the tree,do,does,1564
Choose the correct verb form for the following sentence: The athlete behind the cat,has,have,1567
Choose the correct verb form for the following sentence: The athletes beside the cat,go,goes,1568
Choose the correct verb form for the following sentence: The lawyers near the cars,have,has,1569
Choose the correct verb form for the following sentence: The men behind the bike,go,goes,1572
Choose the correct verb form for the following sentence: The doctor beside the tables,is,are,1573
Choose the correct verb form for the following sentence: The women behind the bike,are,is,1574
Choose the correct verb form for the following sentence: The men near the table,have,has,1575
Choose the correct verb form for the following sentence: The women beside the bikes,do,does,1576
Choose the correct verb form for the following sentence: The girl behind the cats,has,have,1577
Choose the correct verb form for the following sentence: The women near the dog,do,does,1578
Choose the correct verb form for the following sentence: The friend near the tree,does,do,1579
Choose the correct verb form for the following sentence: The doctors near the chair,do,does,1581
Choose the correct verb form for the following sentence: The guy behind the dogs,does,do,1582
Choose the correct verb form for the following sentence: The poets near the car,are,is,1586
Choose the correct verb form for the following sentence: The athletes behind the tree,are,is,1587
Choose the correct verb form for the following sentence: The singer behind the bikes,does,do,1592
Choose the correct verb form for the following sentence: The aunts behind the chair,do,does,1593
Choose the correct verb form for the following sentence: The carpenter behind the bikes,is,are,1596
Choose the correct verb form for the following sentence: The guys beside the cat,do,does,1597
Choose the correct verb form for the following sentence: The friend near the cat,does,do,1599
Choose the correct verb form for the following sentence: The athlete beside the table,does,do,1601
Choose the correct verb form for the following sentence: The fathers beside the dog,are,is,1603
Choose the correct verb form for the following sentence: The victims behind the desk,have,has,1605
Choose the correct verb form for the following sentence: The girls near the cats,do,does,1610
Choose the correct verb form for the following sentence: The kid near the chair,goes,go,1612
